,column_name,column_label
402,ST337Q01JA,"In your school, how often participate in: Art classes/activities (e.g. painting, drawing)"
403,ST337Q02JA,"In your school, how often participate in: Creative writing classes/activities"
404,ST337Q03JA,"In your school, how often participate in: Music classes/activities (e.g. chorus, band)"
405,ST337Q04JA,"In your school, how often participate in: Debate [club]"
406,ST337Q05JA,"In your school, how often participate in: Dramatics, theatre class/activities"
407,ST337Q06JA,"In your school, how often participate in: Publications (e.g. newspaper, [yearbooks], literary magazine)"
408,ST337Q07JA,"In your school, how often participate in: Science [club]"
409,ST337Q08JA,"In your school, how often participate in: Computer programming classes/activities"
410,ST338Q01JA,"Out of school, how often participate in: Art classes/activities (e.g. painting, drawing)"
411,ST338Q02JA,"Out of school, how often participate in: Creative writing classes/activities"
412,ST338Q03JA,"Out of school, how often participate in: Music classes/activities (e.g. chorus, band)"
413,ST338Q04JA,"Out of school, how often participate in: Debate [club]"
414,ST338Q05JA,"Out of school, how often participate in: Dramatics, theatre class/activities"
415,ST338Q06JA,"Out of school, how often participate in: Publications (e.g. newspaper, [yearbooks], literary magazine)"
416,ST338Q07JA,"Out of school, how often participate in: Science [club]"
417,ST338Q08JA,"Out of school, how often participate in: Computer programming classes/activities"
418,ST339Q04JA,"Agree/disagree: Creativity can only be expressed through the arts (e.g. drawing, music, or writing)."
419,ST339Q06JA,Agree/disagree: It is possible to be creative in nearly any subject.
420,ST340Q01JA,Agree/disagree: Doing something creative satisfies me.
421,ST340Q02JA,Agree/disagree: I am very creative.
422,ST340Q03JA,Agree/disagree: I like creating stories.
423,ST340Q04JA,Agree/disagree: I like games that challenge my creativity.
424,ST340Q05JA,Agree/disagree: I enjoy projects that require creative solutions.
425,ST340Q06JA,Agree/disagree: I enjoy thinking about new ways to solve problems.
426,ST340Q07JA,Agree/disagree: I enjoy solving complex problems.
427,ST340Q08JA,Agree/disagree: I like school work that is challenging.
428,ST340Q09JA,Agree/disagree: I can suggest several solutions to problems.
429,ST340Q10JA,Agree/disagree: I enjoy learning new things.
430,ST341Q01JA,Agree/disagree: I enjoy creating art.
431,ST341Q02JA,Agree/disagree: I enjoy artistic activities.
432,ST341Q03JA,Agree/disagree: I express myself through art.
433,ST341Q04JA,Agree/disagree: I reflect on movies I watch.
434,ST341Q05JA,Agree/disagree: I see beauty in everyday things.
435,ST342Q01JA,Agree/disagree: I have difficulty using my imagination.
436,ST342Q02JA,Agree/disagree: I often get lost in thought.
437,ST342Q03JA,Agree/disagree: Coming up with new ideas is satisfying to me.
438,ST342Q04JA,Agree/disagree: I have a good imagination.
439,ST342Q06JA,Agree/disagree: I would get bored doing the same thing every day.
440,ST342Q07JA,Agree/disagree: I like to be spontaneous.
441,ST342Q08JA,Agree/disagree: I would like to travel to places I have never been.
442,ST300Q01JA,How often parents/family member: Discuss how well you are doing at school.
443,ST300Q02JA,How often parents/family member: Eat [the main meal] with you.
444,ST300Q03JA,How often parents/family member: Spend time just talking with you.
445,ST300Q04JA,How often parents/family member: Talk to you about the importance of [completing ISCED 3].
446,ST300Q05JA,How often: parents/family member: Talk to you about any problems you might have at school.
447,ST300Q06JA,How often parents/family member: Ask you about how well you are getting along with other students at school.
448,ST300Q07JA,How often parents/family member: Encourage you to get good [marks].
449,ST300Q08JA,How often parents/family member: Take an interest in what you are learning at school.
450,ST300Q09JA,How often parents/family member: Talk to you about your future education.
451,ST300Q10JA,How often parents/family member: Ask you what you did in school that day.
452,ST327Q01JA,Which of the following qualifications do you expect to complete: [ISCED level 2]
453,ST327Q02JA,Which of the following qualifications do you expect to complete: [ISCED level 3.3]
454,ST327Q03JA,Which of the following qualifications do you expect to complete: [ISCED level 3.4]
455,ST327Q04JA,Which of the following qualifications do you expect to complete: [ISCED level 4]
456,ST327Q05JA,Which of the following qualifications do you expect to complete: [ISCED level 5]
457,ST327Q06JA,Which of the following qualifications do you expect to complete: [ISCED level 6]
458,ST327Q07JA,Which of the following qualifications do you expect to complete: [ISCED level 7]
459,ST327Q08JA,Which of the following qualifications do you expect to complete: [ISCED level 8]
460,ST330Q01WA,"To learn about future study/work, have you: I did an internship."
461,ST330Q02WA,"To learn about future study/work, have you: I attended [job shadowing or work-site visits]."
462,ST330Q03WA,"To learn about future study/work, have you: I visited a [job fair]."
463,ST330Q04WA,"To learn about future study/work, have you: I spoke to a [career advisor] at my school."
464,ST330Q05WA,"To learn about future study/work, have you: I spoke to a [career advisor] outside of my school."
465,ST330Q06WA,"To learn about future study/work, have you: I completed a questionnaire to find out about my interests and abilities."
466,ST330Q07WA,"To learn about future study/work, have you: I researched the internet for information about careers."
467,ST330Q08WA,"To learn about future study/work, have you: I went to an organised tour in an [ISCED 3-7] institution."
468,ST330Q09WA,"To learn about future study/work, have you: I researched the internet for information about [ISCED 3-7] programmes."
469,ST330Q11WA,"To learn about future study/work, have you: I researched information on student financing (e.g. student loans or grants)."
470,ST330D10WA,Have you done any of the following to find out about future study or types of work? <Country-specific item>
471,ST324Q02JA,Agree/disagree: I worry that I am not prepared for life after [the final year of compulsory education].
472,ST324Q04JA,Agree/disagree: I feel well-informed about possible paths for me after [the final year of compulsory education].
473,ST324Q05JA,"Agree/disagree: I feel pressure from my family to follow a specific path (e.g. go to college, work in the family business, learn a trade) after [the final year of compulsory education]."
474,ST324Q07JA,Agree/disagree: I worry that I won't have enough money to do what I'd like to do after [the final year of compulsory education].
475,ST324Q10JA,Agree/disagree: School has done little to prepare me for adult life when I leave school.
476,ST324Q11JA,Agree/disagree: School has been a waste of time.
477,ST324Q12JA,Agree/disagree: School has helped give me confidence to make decisions.
478,ST324Q13JA,Agree/disagree: School has taught me things which could be useful in a job.
479,ST324Q14JA,Agree/disagree: I feel well-prepared for my future path after [the final year of compulsory education].
480,ST347Q01JA,"In last 3 years, did school close because: Because of COVID-19"
481,ST347Q02JA,"In last 3 years, did school close because: For another reason (e.g. a natural disaster, strikes or demonstrations, air pollution)"
482,ST348Q01JA,"During COVID closures, how often: Sent you learning materials to study on your own"
483,ST348Q02JA,"During COVID closures, how often: Sent you assignments"
484,ST348Q03JA,"During COVID closures, how often: Uploaded material on a learning management system or school learning platform (e.g. [Blackboard®], [Edmodo®], [Moodle®], [Google® Classroom™])"
485,ST348Q04JA,"During COVID closures, how often: Checked in with you to ensure that you were completing your assignments"
486,ST348Q05JA,"During COVID closures, how often: Offered live virtual classes on a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)"
487,ST348Q06JA,"During COVID closures, how often: Asked you to submit completed school assignments"
488,ST348Q07JA,"During COVID closures, how often: Gave you helpful tips about how to study on your own"
489,ST348Q08JA,"During COVID closures, how often: Checked in with you to ask how you were feeling"
490,ST349Q01JA,"During COVID closures, which of the following digital devices did you use most often for your school work?"
491,ST350Q01JA,"During COVID closures, how much learned compared to typical week of in person school?"
492,ST351Q01JA,"During COVID closures, how often use: Paper textbooks, workbooks, or worksheets"
493,ST351Q02JA,"During COVID closures, how often use: Digital textbooks, workbooks, or worksheets"
494,ST351Q03JA,"During COVID closures, how often use: Real-time lessons by a teacher from my school on a video communication program (e.g. ZoomTM, SkypeTM, Google® Meet™, Microsoft® Teams)"
495,ST351Q04JA,"During COVID closures, how often use: Real time lessons by a private tutor on a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)"
496,ST351Q05JA,"During COVID closures, how often use: Learning material my teachers sent via SMS or WhatsApp™"
497,ST351Q06JA,"During COVID closures, how often use: Recorded lessons or other digital material provided by teachers from my school"
498,ST351Q07JA,"During COVID closures, how often use: Recorded lessons or other digital material from other sources (e.g. Khan Academy®, Coursera®)"
499,ST351Q08JA,"During COVID closures, how often use: Lessons broadcast over television or radio"
500,ST352Q01JA,"During COVID closures, how often problems with: Problems with access to a digital device when I needed it"
501,ST352Q02JA,"During COVID closures, how often problems with: Problems with Internet access"
502,ST352Q03JA,"During COVID closures, how often problems with: Problems with access to school supplies (e.g. paper, pencil)"
503,ST352Q04JA,"During COVID closures, how often problems with: Problems with finding a quiet place to study"
504,ST352Q05JA,"During COVID closures, how often problems with: Problems finding time to study because I had household responsibilities"
505,ST352Q06JA,"During COVID closures, how often problems with: Problems with motivating myself to do school work"
506,ST352Q07JA,"During COVID closures, how often problems with: Problems with understanding my school assignments"
507,ST352Q08JA,"During COVID closures, how often problems with: Problems with finding someone who could help me with my school work"
508,ST353Q01JA,"During COVID closures, how often did family member: Help you with your school work"
509,ST353Q02JA,"During COVID closures, how often did family member: Ask you what you were learning"
510,ST353Q03JA,"During COVID closures, how often did family member: Help you create a learning schedule"
511,ST353Q04JA,"During COVID closures, how often did family member: Help you access learning materials online"
512,ST353Q05JA,"During COVID closures, how often did family member: Check whether you were completing your school assignments"
513,ST353Q06JA,"During COVID closures, how often did family member: Explain new content to you"
514,ST353Q07JA,"During COVID closures, how often did family member: Help you find additional learning resources"
515,ST353Q08JA,"During COVID closures, how often did family member: Teach you additional topics not part of your school assignments"
516,ST354Q01JA,"During COVID closures, agree/disagree: I felt lonely."
517,ST354Q02JA,"During COVID closures, agree/disagree: I enjoyed learning by myself."
518,ST354Q03JA,"During COVID closures, agree/disagree: My teachers were available when I needed help (e.g. through virtual office hours, email, chat)."
519,ST354Q04JA,"During COVID closures, agree/disagree: I felt anxious about school work."
520,ST354Q05JA,"During COVID closures, agree/disagree: I was motivated to learn."
521,ST354Q06JA,"During COVID closures, agree/disagree: I fell behind in my school work."
522,ST354Q07JA,"During COVID closures, agree/disagree: I improved my skills in using digital devices for learning purposes."
523,ST354Q08JA,"During COVID closures, agree/disagree: My teachers were well prepared to provide instruction remotely."
524,ST354Q09JA,"During COVID closures, agree/disagree: I was well prepared to learn on my own."
525,ST354Q10JA,"During COVID closures, agree/disagree: I missed sports and other physical activities organised by my school."
526,ST355Q01JA,"Confident can do in future: Using a learning management system or school learning platform (e.g. Blackboard®, Edmodo®, Moodle®, Google® Classroom™)"
527,ST355Q02JA,"Confident can do in future: Using a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)"
528,ST355Q03JA,Confident can do in future: : Finding learning resources online on my own
529,ST355Q04JA,Confident can do in future: Planning when to do school work on my own
530,ST355Q05JA,Confident can do in future: Motivating myself to do school work
531,ST355Q06JA,Confident can do in future: Focusing on school work without reminders
532,ST355Q07JA,Confident can do in future: Completing school work independently
533,ST355Q08JA,Confident can do in future: Assessing my progress with learning
534,ST356Q01JA,"Overall, how prepared feel for learning on own if school building closed again for extended period the future?"
535,ST331Q01JA,How much effort did you put into doing well on the PISA test?
536,ST331Q02JA,How much effort would you have invested if your results from the PISA test were counted in your [school marks]?
537,ST331Q03JA,How much effort did you put into giving accurate answers?
538,FL150Q01TA,"Have you learned to manage money in a course: At school, in a subject or course specifically about managing your money"
539,FL150Q02TA,Have you learned to manage money in a course: At school as part of another subject or course
540,FL150Q03TA,Have you learned to manage money in a course: In an activity outside school
541,FL164Q01HA,"In school lessons in last 12 months, have you heard of or learnt about: Interest payment"
542,FL164Q02HA,"In school lessons in last 12 months, have you heard of or learnt about: Compound interest"
543,FL164Q03HA,"In school lessons in last 12 months, have you heard of or learnt about: Exchange rate"
544,FL164Q04HA,"In school lessons in last 12 months, have you heard of or learnt about: Depreciation"
545,FL164Q05HA,"In school lessons in last 12 months, have you heard of or learnt about: Shares/stocks"
546,FL164Q06HA,"In school lessons in last 12 months, have you heard of or learnt about: Return on investment"
547,FL164Q07HA,"In school lessons in last 12 months, have you heard of or learnt about: Dividend"
548,FL164Q08HA,"In school lessons in last 12 months, have you heard of or learnt about: Diversification"
549,FL164Q09HA,"In school lessons in last 12 months, have you heard of or learnt about: Debit card"
550,FL164Q10HA,"In school lessons in last 12 months, have you heard of or learnt about: Bank loan"
551,FL164Q11HA,"In school lessons in last 12 months, have you heard of or learnt about: Pension plan"
552,FL164Q12HA,"In school lessons in last 12 months, have you heard of or learnt about: Budget"
553,FL164Q13HA,"In school lessons in last 12 months, have you heard of or learnt about: Wage"
554,FL164Q14HA,"In school lessons in last 12 months, have you heard of or learnt about: Entrepreneur"
555,FL164Q15HA,"In school lessons in last 12 months, have you heard of or learnt about: Central bank"
556,FL164Q16HA,"In school lessons in last 12 months, have you heard of or learnt about: Income tax"
557,FL166Q01HA,"In school, how often encountered: Describing the purpose and uses of money"
558,FL166Q02HA,"In school, how often encountered: Exploring the difference between spending money on needs and wants"
559,FL166Q03HA,"In school, how often encountered: Exploring ways of planning to pay an expense"
560,FL166Q05HA,"In school, how often encountered: Discussing the rights of consumers when dealing with financial institutions"
561,FL166Q06HA,"In school, how often encountered: Discussing the ways in which money invested in the stock market changes value over time"
562,FL166Q07HA,"In school, how often encountered: Analysing advertisements to understand how they encourage people to buy things"
563,FL174Q01JA,Encountered these during: During your mathematics class
564,FL174Q02JA,Encountered these during: During classes about social sciences ([national example])
565,FL174Q03JA,Encountered these during: During classes about citizenship ([civic education or 'the world around me' or other national example])
566,FL174Q04JA,Encountered these during: During classes about economics or business
567,FL174Q05JA,Encountered these during: During another class
568,FL174Q06JA,Encountered these during: During a one-off lesson or activity in school time from an outside visitor (not one of your teachers)
569,FL174Q07JA,Encountered these during: During extra-curricular activity outside of school time
570,FL167Q01HA,How often discuss with parents/guardians/relatives: Your spending decisions
571,FL167Q02HA,How often discuss with parents/guardians/relatives: Your savings decisions
572,FL167Q06JA,How often discuss with parents/guardians/relatives: How to use your allowance or pocket money
573,FL167Q03HA,How often discuss with parents/guardians/relatives: The family budget
574,FL167Q04HA,How often discuss with parents/guardians/relatives: Money for things you want to buy
575,FL167Q05HA,How often discuss with parents/guardians/relatives: News related to economics or finance
576,FL167Q07JA,How often discuss with parents/guardians/relatives: Shopping online
577,FL170Q01JA,"In last 12 months, how often get money from: An allowance or pocket money for doing chores at home"
578,FL170Q02JA,"In last 12 months, how often get money from: An allowance or pocket money, without having to do any chores"
579,FL170Q03JA,"In last 12 months, how often get money from: Working outside school hours (e.g. a holiday job, part-time work)"
580,FL170Q04JA,"In last 12 months, how often get money from: Working in a family business"
581,FL170Q05JA,"In last 12 months, how often get money from: Occasional informal jobs (e.g. baby-sitting or gardening)"
582,FL170Q06JA,"In last 12 months, how often get money from: Gifts from friends or relatives"
583,FL170Q07JA,"In last 12 months, how often get money from: Selling things (e.g. at local markets or on [eBay])"
584,FL159Q01HA,Agree/disagree: I can decide independently what to spend my money on.
585,FL159Q02HA,"Agree/disagree: I can spend small amounts of my money independently, but for larger amounts I need to ask my parents or guardians for permission."
586,FL159Q03HA,Agree/disagree: I need to ask my parents or guardians for permission before I spend any money on my own.
587,FL159Q04HA,Agree/disagree: I am responsible for my own money matters (e.g. for preventing theft).
588,FL160Q01HA,"When buying product, how often: Compare prices in different shops"
589,FL160Q02HA,"When buying product, how often: Compare prices between a shop and an online shop"
590,FL160Q03HA,"When buying product, how often: Buy the product without comparing prices"
591,FL160Q04HA,"When buying product, how often: Wait until the product gets cheaper before buying it"
592,FL161Q01HA,"Do you have any of the following things: An account with a [bank, building society, post office or credit union]"
593,FL161Q02HA,Do you have any of the following things: A payment card/debit card
594,FL161Q03HA,Do you have any of the following things: A mobile app to access your account
595,FL162Q01HA,How confident would you feel about: Making a money transfer (e.g. paying a bill)
596,FL162Q02HA,How confident would you feel about: Filling in forms at the bank
597,FL162Q03HA,How confident would you feel about: Understanding bank statements
598,FL162Q04HA,How confident would you feel about: Understanding a sales contract
599,FL162Q05HA,How confident would you feel about: Keeping track of my account balance
600,FL162Q06HA,How confident would you feel about: Planning my spending with consideration of my current financial situation
601,FL163Q01HA,Confident use digital device to: Transferring money
602,FL163Q02HA,Confident use digital device to: Keeping track of my balance
603,FL163Q03HA,Confident use digital device to: Paying with a debit card instead of using cash
604,FL163Q04HA,Confident use digital device to: Paying with a mobile device (e.g. mobile phone or tablet) instead of using cash
605,FL163Q05HA,Confident use digital device to: Ensuring the safety of sensitive information when making an electronic payment or using online banking
606,FL171Q01JA,How often: Checked that you were given the right change when you bought something with cash
607,FL171Q02JA,How often:  Felt that you did not have enough money for something you wanted to buy
608,FL171Q03JA,How often: Bought something online (alone or with a family member)
609,FL171Q04JA,How often: Made a payment using a smartphone (i.e. mobile phone with Internet access)
610,FL171Q05JA,How often: Made a payment using a bank card (e.g. [debit card])
611,FL171Q07JA,How often: Bought something that cost more money than you intended to spend
612,FL171Q08JA,How often:  Checked how much money you have
613,FL171Q09JA,How often:  Bought something because your friends have it
614,FL171Q10JA,How often: Sent money to other people with a smartphone (i.e. mobile phone with Internet access)
615,FL171Q11JA,"How often: Saved money in an account at a [bank, online bank, building society, post office or credit union]"
616,FL171Q12JA,How often: Saved money at home
617,FL169Q01HA,Agree/disagree:  I enjoy talking about money matters.
618,FL169Q05JA,Agree/disagree:  I know how to manage my money.
619,FL169Q02HA,Agree/disagree:  Young people should make their own decisions about how to spend their money.
620,FL169Q06JA,Agree/disagree:  I buy things according to how I feel at the moment.
621,FL169Q07JA,Agree/disagree:  Saving is something I do only if I have money left over.
622,FL169Q03HA,Agree/disagree:  Money matters are not relevant for me right now.
623,FL169Q04HA,Agree/disagree:  I would like to run my own business in the future.
624,FL169Q08JA,Agree/disagree:  I am able to work effectively towards long-term goals.
625,FL169Q10JA,Agree/disagree:  I make savings goals for certain things I want to buy or to do.
626,FL169Q11JA,Agree/disagree:  It is easier to monitor my spending when I pay by cash than when I pay with a bank card.
627,FL172Q01JA,Agree/disagree: My friends have a strong influence on my spending decisions.
628,FL172Q03JA,Agree/disagree: I want to keep up with my friends' life style.
629,FL172Q05JA,Agree/disagree: Sometimes I spend more than I would like when I am with my friends.
630,FL172Q06JA,Agree/disagree: I often buy what my friends recommend.
631,IC170Q01JA,How often use at school: Desktop or laptop computer
632,IC170Q02JA,How often use at school: Smartphone (i.e. mobile phone with internet access)
633,IC170Q03JA,"How often use at school: [Tablet device] (e.g. [iPad®], [Galaxy Book®],) or [e-book reader] (e.g. [Amazon Kindle™], [Kobo®])"
634,IC170Q04JA,How often use at school: Internet access (except on smartphones)
635,IC170Q05JA,"How often use at school: School portal (to consult timetable, absences, etc.)"
636,IC170Q06JA,"How often use at school: Educational software, games or apps, other learning tools (e.g. [CK-12™] or [Mathalicious®] online support)"
637,IC170Q07JA,"How often use at school: A learning management system or school learning platform (e.g. [Blackboard®], [Edmodo®], [Moodle®], [Google® Classroom™])"
638,IC171Q01JA,How often use out of school: Desktop or laptop computer
639,IC171Q02JA,How often use out of school: Smartphone (i.e. mobile phone with Internet access)
640,IC171Q03JA,"How often use out of school: Tablet device (e.g.iPad®, Galaxy Book®,) or e-book reader (e.g., Amazon® Kindle™, Kobo®)"
641,IC171Q04JA,How often use out of school: Internet access (except on smartphones)
642,IC171Q05JA,"How often use out of school: Educational software, games or Apps, other learning tools (e.g. CK-12™ or Mathalicious® online support)"
643,IC171Q06JA,"How often use out of school: Video or online games (e.g. used with game consoles such as a  Play Station 4® or Nintendo Wii®, online gaming platforms such as  Steam® or gaming Apps such as Angry Birds®)"
644,IC172Q01JA,Agree/disagree: There are enough [digital resources] for every student at my school.
645,IC172Q02JA,Agree/disagree: There are enough digital devices with access to the Internet at my school.
646,IC172Q03JA,Agree/disagree: The school's Internet speed is sufficient.
647,IC172Q04JA,Agree/disagree: [Digital resources] function properly at my school.
648,IC172Q05JA,Agree/disagree: [Digital resources] are easily accessible within the classroom.
649,IC172Q06JA,Agree/disagree: Digital learning resources available at my school make learning interesting.
650,IC172Q07JA,Agree/disagree: The school provides sufficient technical support to help students in their use of [digital resources].
651,IC172Q08JA,Agree/disagree: Teachers at my school have the necessary skills to use digital devices during instruction.
652,IC172Q09JA,Agree/disagree: Teachers at my school are willing to use [digital resources] for teaching.
653,IC173Q01JA,How often use [digital resources] in lessons in: [Test language]
654,IC173Q02JA,How often use [digital resources] in lessons in: [Mathematics]
655,IC173Q03JA,How often use [digital resources] in lessons in: [Science]
656,IC173Q04JA,"How often use [digital resources] in lessons in: [Computer science], [information technology], [informatics] or similar lessons."
657,IC174Q01JA,"How often used [digital resources] to: Create a multi-media presentation with pictures, sound or video"
658,IC174Q02JA,"How often used [digital resources] to: Write or edit text for a school assignment (e.g. using [Google® Docs™], [Microsoft® Word])"
659,IC174Q03JA,"How often used [digital resources] to: Find information online about real-world problems or phenomena (e.g. climate change, oil spills, measuring the height of a building)"
660,IC174Q04JA,"How often used [digital resources] to: Collect and record data (e.g. using data loggers, [Microsoft® Access™], [Google® Forms], spreadsheets)"
661,IC174Q05JA,How often: used [digital resources] to: Analyse data that you have collected yourself (e.g. using [Microsoft® Excel™])
662,IC174Q06JA,How often used [digital resources] to: Report or share your results from your own experiments or investigations
663,IC174Q07JA,"How often used [digital resources] to: Plan and manage work or projects (e.g. dividing tasks, managing deadlines)"
664,IC174Q08JA,How often used [digital resources] to: Track the progress of your own work projects
665,IC174Q09JA,"How often used [digital resources] to: Collaborate with other students to create digital content (e.g. presentation, etc.)"
666,IC174Q10JA,"How often used [digital resources] to: Play digital learning games (e.g. [Atlantis Remixed], [Duolingo®])"
667,IC175Q01JA,How often used [digital resources] to: Read or listen to feedback sent by my teachers regarding my work and academic results
668,IC175Q02JA,How often used [digital resources] to: Read or listen to feedback sent by other students on my work
669,IC175Q03JA,How often used [digital resources] to: Read or listen to feedback automatically selected for me by an educational software or app
670,IC175Q05JA,How often used [digital resources] to: Work on drill and practice exercises using an educational software or app
671,IC176Q01JA,How often used [digital resources] to: See my grades or results from specific assignments (e.g. homework or tests)
672,IC176Q02JA,How often used [digital resources] to: Browse the Internet for schoolwork (e.g. for preparing an essay or presentation)
673,IC176Q03JA,How often used [digital resources] to: Browse the Internet to follow up lessons (e.g. for finding explanations)
674,IC176Q04JA,How often used [digital resources] to: Receive or download assignments or instructions (via [digital resources]) from my teacher
675,IC176Q05JA,How often used [digital resources] to: Upload my work (e.g. documents or presentations) to a school portal or another platform to share materials with my teacher and/or students
676,IC176Q06JA,How often used [digital resources] to: Communicate with my teacher
677,IC176Q07JA,How often used [digital resources] to: Communicate with other students about schoolwork
678,IC176Q08JA,How often used [digital resources] to: Search for information on school-related activities or assignments
679,IC184Q01JA,How often: I use [digital resources] for simple calculations.
680,IC184Q02JA,How often: I use [digital resources] to solve equations.
681,IC184Q03JA,"How often: I use [digital resources] for simulations and modelling (e.g. [GeoGebra], [NetLogo]), virtual laboratories (e.g. [Labster])."
682,IC184Q04JA,"How often: I use [digital resources] for coding or algorithm activities (e.g. using [Scratch], etc.)"
683,IC177Q01JA,"How much time spent: Play video-games (using my smartphone, a gaming console or an online platform or apps)"
684,IC177Q02JA,"How much time spent: Browse social networks (e.g. [Instagram®], [Facebook®])"
685,IC177Q03JA,"How much time spent: Browse the Internet (excluding social networks) for fun (e.g. reading news, listening to podcasts and music or watching videos)"
686,IC177Q04JA,"How much time spent: Look for practical information online (e.g. find a place, book a train ticket, buy a product)"
687,IC177Q05JA,"How much time spent: Communicate and share digital content on social networks or any communication platform (e.g. [Facebook®], [Instagram®], [Twitter®], emails, chat)"
688,IC177Q06JA,"How much time spent: Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)"
689,IC177Q07JA,"How much time spent: Create or edit my own digital content (pictures, videos, music, videos, computer programs)"
690,IC178Q01JA,"How much time using [digital resources] to: Play video-games (using my smartphone, a gaming console or an online platform or apps)"
691,IC178Q02JA,"How much time using [digital resources] to: Browse social networks (e.g. Instagram®, Facebook®)"
692,IC178Q03JA,"How much time using [digital resources] to: Browse the Internet (excluding social networks) for fun  (e.g. reading news, listening to podcasts and music or watching videos)"
693,IC178Q04JA,"How much time using [digital resources] to: Look for practical information online (e.g. find a place, book a train ticket, buy a product)"
694,IC178Q05JA,"How much time using [digital resources] to: Communicate and share digital content on social networks or any communication platform (e.g. Facebook®, Instagram®, Twitter®, emails, chat)"
695,IC178Q06JA,"How much time using [digital resources] to: Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)"
696,IC178Q07JA,"How much time using [digital resources] to: Create or edit my own digital content (pictures, videos, music, videos, computer programs)"
697,IC179Q01JA,Agree/disagree: Students should not be allowed to bring mobile phones to class.
698,IC179Q02JA,Agree/disagree: Students should not be allowed to bring their own laptop (or tablet device) to class.
699,IC179Q03JA,Agree/disagree: Students should collaborate with teachers to decide on the rules regarding the use of digital devices during lessons.
700,IC179Q04JA,Agree/disagree: The school should set up filters to prevent students from going on social media.
701,IC179Q05JA,Agree/disagree: The school should set up filters to prevent students from playing games online.
702,IC179Q06JA,Agree/disagree: Teachers should monitor what students do on their laptops.
703,IC180Q01JA,Agree/disagree: I trust what I read online.
704,IC180Q02JA,Agree/disagree: When searching for information online I compare different sources.
705,IC180Q03JA,Agree/disagree: I check the accuracy of online information before sharing it on social networks.
706,IC180Q04JA,Agree/disagree: I discuss the accuracy of online information with my teachers or in class.
707,IC180Q05JA,Agree/disagree: I discuss the accuracy of online information with friends or other students.
708,IC180Q06JA,Agree/disagree: I discuss the accuracy of online information with my parents (or family).
709,IC180Q07JA,Agree/disagree: I try to flag wrong information when I encounter it online.
710,IC180Q08JA,Agree/disagree: I share made-up information on social networks without flagging its inaccuracy.
711,IC181Q01JA,How upset were you when: Encountering content online that was inappropriate for my age
712,IC181Q02JA,"How upset were you when: Encountering discriminatory content online (e.g. about race, gender, sexual orientation or physical appearance)"
713,IC181Q03JA,"How upset were you when: Receiving unkind, vulgar or offending messages, comments or videos"
714,IC181Q04JA,How upset were you when: Information about me was publicly displayed online without my consent
715,IC182Q01JA,Agree/disagree: I am interested in learning more about [digital resources].
716,IC182Q02JA,Agree/disagree: I am interested in learning [computer programming].
717,IC182Q03JA,Agree/disagree: I am interested in learning [digital resources] because it could be useful in a job.
718,IC183Q01JA,Can do with [digital resources]: Search for and find relevant information online
719,IC183Q02JA,Can do with [digital resources]: Assess the quality of information you found online
720,IC183Q03JA,Can do with [digital resources]: Share practical information with a group of students
721,IC183Q04JA,Can do with [digital resources]: Collaborate with other students on a group assignment
722,IC183Q05JA,Can do with [digital resources]: Explain to other students how to share digital content online or on a school platform
723,IC183Q07JA,Can do with [digital resources]: Write or edit text for a school assignment
724,IC183Q08JA,"Can do with [digital resources]: Collect and record data (e.g. using data loggers, [Microsoft® Access™], [Google® Forms], spreadsheets)"
725,IC183Q09JA,"Can do with [digital resources]: Create a multi-media presentation (with sound, pictures, or video)"
726,IC183Q10JA,"Can do with [digital resources]: Create, update and maintain a webpage or a blog"
727,IC183Q12JA,Can do with [digital resources]: Change the settings of a device or app in order to protect my data and privacy
728,IC183Q13JA,Can do with [digital resources]: Select the most efficient programme or app that allows me to carry out a specific task
729,IC183Q14JA,"Can do with [digital resources]: Create a computer program (e.g., in [Scratch®], [Python®], [Java®])"
730,IC183Q15JA,Can do with [digital resources]: Identify the source of an error in a software after considering a list of potential causes
731,IC183Q16JA,"Can do with [digital resources]: Break down a problem and represent a solution as a series of logical steps, such as an algorithm"
732,WB150Q01HA,How is your health?
733,WB151Q01HA,How much do you weigh?
734,WB152Q01HA,How tall are you?
735,WB153Q01HA,"Thinking about yourself, how much do you agree: I like my look just the way it is."
736,WB153Q02HA,"Thinking about yourself, how much do you agree: I consider myself to be attractive."
737,WB153Q03HA,"Thinking about yourself, how much do you agree: I am not concerned about my weight."
738,WB153Q04HA,"Thinking about yourself, how much do you agree: I like my body."
739,WB153Q05HA,"Thinking about yourself, how much do you agree: I like the way my clothes fit me."
740,WB154Q01HA,"In the past six months, how often have you had the following: Headache"
741,WB154Q02HA,"In the past six months, how often have you had the following: Stomach pain"
742,WB154Q03HA,"In the past six months, how often have you had the following: Back pain"
743,WB154Q04HA,"In the past six months, how often have you had the following: Feeling depressed"
744,WB154Q05HA,"In the past six months, how often have you had the following: Irritability or bad temper"
745,WB154Q06HA,"In the past six months, how often have you had the following: Feeling nervous"
